date,T2M,RH2M,PRECTOTCORR,division
2009-01-20,18.25,74.51,0.0,Sylhet
2009-01-21,18.43,73.45,0.0,Sylhet
2009-01-22,18.51,73.26,0.0,Sylhet
2009-01-23,18.4,75.22,0.0,Sylhet
2009-01-24,18.97,72.7,0.0,Sylhet
2009-01-25,19.96,68.7,0.0,Sylhet
2009-01-26,20.35,75.76,0.0,Sylhet
2009-01-27,21.36,74.66,0.0,Sylhet
2009-01-28,20.89,73.13,0.0,Sylhet
2009-01-29,19.83,63.33,0.0,Sylhet
2009-01-30,19.15,65.19,0.0,Sylhet
2009-01-31,19.56,61.7,0.0,Sylhet
2009-02-01,19.32,62.72,0.05,Sylhet
2009-02-02,18.27,62.95,0.0,Sylhet
2009-02-03,18.56,61.8,0.0,Sylhet
2009-02-04,19.0,61.49,0.0,Sylhet
2009-02-05,19.54,59.52,0.0,Sylhet
2009-02-06,20.45,57.95,0.0,Sylhet
2009-02-07,20.34,58.05,0.08,Sylhet
2009-02-08,20.96,54.86,0.0,Sylhet
2009-02-09,20.72,58.98,0.0,Sylhet
2009-02-10,21.17,58.91,0.0,Sylhet
2009-02-11,21.8,55.55,0.0,Sylhet
2009-02-12,21.55,57.02,0.23,Sylhet
2009-02-13,21.25,56.31,0.0,Sylhet
2009-02-14,21.13,54.72,0.0,Sylhet
2009-02-15,21.55,54.09,0.0,Sylhet
2009-02-16,21.09,53.64,0.0,Sylhet
2009-02-17,21.23,51.47,0.0,Sylhet
2009-02-18,21.85,50.14,0.0,Sylhet
2009-02-19,21.92,49.1,0.0,Sylhet
2009-02-20,22.25,45.68,0.0,Sylhet
2009-02-21,21.52,43.28,0.0,Sylhet
2009-02-22,21.04,45.29,0.0,Sylhet
2009-02-23,21.0,49.05,0.0,Sylhet
2009-02-24,22.57,48.05,0.0,Sylhet
2009-02-25,24.49,61.53,5.11,Sylhet
2009-02-26,24.56,68.77,4.31,Sylhet
2009-02-27,24.69,56.99,0.0,Sylhet
2009-02-28,24.06,47.68,0.5,Sylhet
2009-03-01,23.09,40.14,0.0,Sylhet
2009-03-02,21.46,37.03,0.0,Sylhet
2009-03-03,22.72,42.64,0.0,Sylhet
2009-03-04,24.03,51.62,0.26,Sylhet
2009-03-05,24.22,59.29,5.56,Sylhet
2009-03-06,25.43,65.54,14.47,Sylhet
2009-03-07,25.27,57.38,0.0,Sylhet
2009-03-08,24.65,52.93,0.0,Sylhet
2009-03-09,25.81,44.46,0.0,Sylhet
2009-03-10,26.68,40.22,0.0,Sylhet
2009-03-11,27.05,41.02,0.0,Sylhet
2009-03-12,26.2,33.23,0.0,Sylhet
2009-03-13,23.93,37.09,0.0,Sylhet
2009-03-14,23.65,43.02,0.0,Sylhet
2009-03-15,25.27,38.64,0.0,Sylhet
2009-03-16,23.85,40.67,0.0,Sylhet
2009-03-17,26.52,34.48,0.0,Sylhet
2009-03-18,26.49,36.89,0.0,Sylhet
2009-03-19,27.16,40.21,0.0,Sylhet
2009-03-20,27.89,40.61,0.0,Sylhet
2009-03-21,27.24,46.45,0.01,Sylhet
2009-03-22,27.4,48.44,0.32,Sylhet
2009-03-23,27.94,45.7,0.0,Sylhet
2009-03-24,28.2,37.83,0.0,Sylhet
2009-03-25,27.35,40.3,0.0,Sylhet
2009-03-26,27.97,41.39,0.01,Sylhet
2009-03-27,27.04,46.0,3.32,Sylhet
2009-03-28,25.77,51.15,2.22,Sylhet
2009-03-29,27.43,53.36,3.61,Sylhet
2009-03-30,26.46,66.93,8.26,Sylhet
2009-03-31,26.38,72.89,12.3,Sylhet
2009-04-01,26.56,72.14,13.49,Sylhet
2009-04-02,27.91,62.27,6.3,Sylhet
2009-04-03,27.34,62.46,8.21,Sylhet
2009-04-04,27.16,66.8,21.65,Sylhet
2009-04-05,29.09,61.6,0.35,Sylhet
2009-04-06,28.92,61.19,0.6,Sylhet
2009-04-07,29.48,54.54,0.07,Sylhet
2009-04-08,30.01,56.44,2.91,Sylhet
2009-04-09,29.33,59.33,4.06,Sylhet
2009-04-10,29.5,49.23,0.01,Sylhet
2009-04-11,29.36,49.41,7.94,Sylhet
2009-04-12,28.71,48.96,0.0,Sylhet
2009-04-13,28.68,45.28,0.0,Sylhet
2009-04-14,29.88,45.47,0.18,Sylhet
2009-04-15,30.47,45.79,0.01,Sylhet
2009-04-16,30.28,57.52,0.04,Sylhet
2009-04-17,27.08,75.53,3.43,Sylhet
2009-04-18,30.01,64.58,1.11,Sylhet
2009-04-19,30.79,64.45,9.31,Sylhet
2009-04-20,29.67,68.54,16.15,Sylhet
2009-04-21,28.29,77.67,65.64,Sylhet
2009-04-22,29.51,75.19,14.72,Sylhet
2009-04-23,29.79,72.97,9.41,Sylhet
2009-04-24,29.54,67.21,1.54,Sylhet
2009-04-25,28.51,58.43,0.0,Sylhet
2009-04-26,29.2,50.17,0.0,Sylhet
2009-04-27,29.91,52.43,0.0,Sylhet
2009-04-28,29.94,58.47,0.0,Sylhet
2009-04-29,30.23,58.17,0.0,Sylhet
2009-04-30,29.64,67.57,8.35,Sylhet
2009-05-01,28.54,74.32,21.89,Sylhet
2009-05-02,27.6,76.37,22.23,Sylhet
2009-05-03,28.35,73.58,5.76,Sylhet
2009-05-04,27.89,79.25,3.43,Sylhet
2009-05-05,29.17,72.22,5.67,Sylhet
2009-05-06,28.46,76.35,13.4,Sylhet
2009-05-07,29.23,75.15,0.3,Sylhet
2009-05-08,30.01,68.24,0.72,Sylhet
2009-05-09,29.47,70.03,2.74,Sylhet
2009-05-10,28.41,74.71,23.24,Sylhet
2009-05-11,28.08,75.07,13.37,Sylhet
2009-05-12,28.0,72.85,0.51,Sylhet
2009-05-13,28.41,70.75,3.39,Sylhet
2009-05-14,27.65,74.45,20.75,Sylhet
2009-05-15,28.89,69.22,0.18,Sylhet
2009-05-16,28.96,72.68,11.97,Sylhet
2009-05-17,29.3,72.64,5.43,Sylhet
2009-05-18,28.36,84.01,41.66,Sylhet
2009-05-19,28.44,82.33,11.92,Sylhet
2009-05-20,29.64,75.34,8.59,Sylhet
2009-05-21,30.74,70.52,1.24,Sylhet
2009-05-22,30.85,68.41,0.0,Sylhet
2009-05-23,31.54,63.25,1.56,Sylhet
2009-05-24,29.56,77.18,18.63,Sylhet
2009-05-25,27.52,87.47,28.42,Sylhet
2009-05-26,28.17,85.98,39.81,Sylhet
2009-05-27,28.6,84.9,13.4,Sylhet
2009-05-28,28.8,83.1,0.12,Sylhet
2009-05-29,29.07,82.24,5.52,Sylhet
2009-05-30,28.72,84.04,28.49,Sylhet
2009-05-31,27.31,88.72,30.36,Sylhet
2009-06-01,27.24,85.28,10.38,Sylhet
2009-06-02,28.08,83.96,22.34,Sylhet
2009-06-03,29.0,79.66,2.01,Sylhet
2009-06-04,29.37,80.68,2.18,Sylhet
2009-06-05,28.13,87.15,23.55,Sylhet
2009-06-06,29.05,81.66,13.64,Sylhet
2009-06-07,28.31,81.46,15.14,Sylhet
2009-06-08,28.15,85.22,8.82,Sylhet
2009-06-09,28.47,86.25,19.05,Sylhet
2009-06-10,28.64,84.86,5.0,Sylhet
2009-06-11,28.68,83.21,7.98,Sylhet
2009-06-12,29.0,82.44,16.91,Sylhet
2009-06-13,28.46,85.06,25.78,Sylhet
2009-06-14,27.96,87.84,22.13,Sylhet
2009-06-15,28.19,89.81,11.47,Sylhet
2009-06-16,29.35,80.51,3.32,Sylhet
2009-06-17,29.61,80.24,0.08,Sylhet
2009-06-18,28.61,86.78,3.79,Sylhet
2009-06-19,29.59,83.8,4.03,Sylhet
2009-06-20,29.0,83.26,13.57,Sylhet
2009-06-21,29.08,85.47,16.16,Sylhet
2009-06-22,29.08,86.63,0.99,Sylhet
2009-06-23,29.69,82.21,7.68,Sylhet
2009-06-24,29.54,83.43,8.54,Sylhet
2009-06-25,29.48,84.68,10.5,Sylhet
2009-06-26,28.23,87.5,0.54,Sylhet
2009-06-27,29.24,86.99,9.53,Sylhet
2009-06-28,28.74,88.53,13.39,Sylhet
2009-06-29,28.4,90.12,32.84,Sylhet
2009-06-30,28.03,93.21,65.14,Sylhet
2009-07-01,27.91,90.94,32.76,Sylhet
2009-07-02,27.69,92.3,31.49,Sylhet
2009-07-03,27.7,90.2,39.2,Sylhet
2009-07-04,27.85,87.98,17.15,Sylhet
2009-07-05,27.55,85.85,6.28,Sylhet
2009-07-06,28.69,87.76,6.89,Sylhet
2009-07-07,28.58,87.04,9.26,Sylhet
2009-07-08,28.85,85.2,0.91,Sylhet
2009-07-09,27.93,91.26,4.22,Sylhet
2009-07-10,28.4,86.65,2.45,Sylhet
2009-07-11,29.04,85.0,0.65,Sylhet
2009-07-12,29.63,84.29,1.78,Sylhet
2009-07-13,30.31,84.37,5.61,Sylhet
2009-07-14,28.68,86.7,10.75,Sylhet
2009-07-15,29.75,83.19,1.31,Sylhet
2009-07-16,29.2,85.63,6.17,Sylhet
2009-07-17,29.64,82.91,0.74,Sylhet
2009-07-18,28.7,87.79,11.86,Sylhet
2009-07-19,30.35,82.88,20.81,Sylhet
2009-07-20,30.27,81.5,0.14,Sylhet
2009-07-21,29.27,84.85,3.67,Sylhet
2009-07-22,29.32,86.08,11.17,Sylhet
2009-07-23,29.3,84.73,2.22,Sylhet
2009-07-24,29.17,86.06,1.68,Sylhet
2009-07-25,29.72,86.68,12.17,Sylhet
2009-07-26,29.37,81.2,13.14,Sylhet
2009-07-27,28.68,83.89,59.33,Sylhet
2009-07-28,28.38,88.97,107.48,Sylhet
2009-07-29,28.49,88.69,20.93,Sylhet
2009-07-30,28.13,87.14,18.28,Sylhet
2009-07-31,28.39,90.71,18.75,Sylhet
2009-08-01,29.21,85.65,2.49,Sylhet
2009-08-02,29.73,83.8,4.27,Sylhet
2009-08-03,29.36,86.67,3.73,Sylhet
2009-08-04,29.0,91.01,24.09,Sylhet
2009-08-05,29.3,89.24,18.55,Sylhet
2009-08-06,29.49,86.52,32.91,Sylhet
2009-08-07,29.91,84.17,21.69,Sylhet
2009-08-08,30.01,87.86,21.17,Sylhet
2009-08-09,29.8,85.25,17.15,Sylhet
2009-08-10,30.13,85.94,8.65,Sylhet
2009-08-11,28.74,87.84,10.51,Sylhet
2009-08-12,28.59,88.18,1.69,Sylhet
2009-08-13,28.63,88.15,7.59,Sylhet
2009-08-14,27.35,91.02,9.11,Sylhet
2009-08-15,27.44,91.24,7.66,Sylhet
2009-08-16,27.61,89.17,13.36,Sylhet
2009-08-17,27.78,88.27,6.86,Sylhet
2009-08-18,27.83,89.54,45.24,Sylhet
2009-08-19,27.17,92.61,36.22,Sylhet
2009-08-20,26.52,94.02,48.76,Sylhet
2009-08-21,26.89,91.55,7.2,Sylhet
2009-08-22,27.51,87.63,11.94,Sylhet
2009-08-23,28.39,83.32,5.51,Sylhet
2009-08-24,29.18,80.53,6.91,Sylhet
2009-08-25,28.78,83.41,5.67,Sylhet
2009-08-26,27.77,88.18,23.78,Sylhet
2009-08-27,27.86,82.96,9.71,Sylhet
2009-08-28,28.17,83.17,2.72,Sylhet
2009-08-29,28.84,83.69,0.87,Sylhet
2009-08-30,29.32,80.79,7.04,Sylhet
2009-08-31,29.17,81.46,23.25,Sylhet
2009-09-01,29.89,79.37,15.44,Sylhet
2009-09-02,29.35,82.3,1.52,Sylhet
2009-09-03,29.64,84.69,8.66,Sylhet
2009-09-04,28.53,85.29,9.56,Sylhet
2009-09-05,27.73,87.43,9.22,Sylhet
2009-09-06,27.57,88.49,9.69,Sylhet
2009-09-07,29.58,83.3,5.61,Sylhet
2009-09-08,28.17,87.46,3.27,Sylhet
2009-09-09,27.38,88.04,16.08,Sylhet
2009-09-10,27.45,85.56,5.93,Sylhet
2009-09-11,28.08,81.41,5.42,Sylhet
2009-09-12,28.4,82.39,0.0,Sylhet
2009-09-13,29.09,80.76,0.01,Sylhet
2009-09-14,27.85,89.17,1.27,Sylhet
2009-09-15,27.66,87.35,4.74,Sylhet
2009-09-16,27.62,87.28,4.72,Sylhet
2009-09-17,26.19,93.61,23.23,Sylhet
2009-09-18,26.8,89.83,6.66,Sylhet
2009-09-19,27.01,90.63,8.77,Sylhet
2009-09-20,26.97,89.9,2.85,Sylhet
2009-09-21,27.02,89.58,16.28,Sylhet
2009-09-22,26.74,89.63,15.56,Sylhet
2009-09-23,26.5,87.36,15.29,Sylhet
2009-09-24,27.68,82.09,10.46,Sylhet
2009-09-25,27.25,85.61,3.82,Sylhet
2009-09-26,28.21,84.6,0.0,Sylhet
2009-09-27,28.02,85.97,0.0,Sylhet
2009-09-28,28.39,84.92,0.56,Sylhet
2009-09-29,28.86,83.81,2.19,Sylhet
2009-09-30,28.19,87.79,0.98,Sylhet
2009-10-01,28.72,79.51,0.0,Sylhet
2009-10-02,28.94,76.61,3.03,Sylhet
2009-10-03,28.34,83.53,9.69,Sylhet
2009-10-04,27.4,87.35,9.41,Sylhet
2009-10-05,26.92,91.2,21.11,Sylhet
2009-10-06,27.44,87.6,16.32,Sylhet
2009-10-07,26.83,92.2,22.73,Sylhet
2009-10-08,26.75,94.37,30.17,Sylhet
2009-10-09,26.35,93.98,16.45,Sylhet
2009-10-10,26.43,85.82,7.18,Sylhet
2009-10-11,26.83,82.01,0.24,Sylhet
2009-10-12,26.92,80.67,0.0,Sylhet
2009-10-13,26.76,82.31,0.0,Sylhet
2009-10-14,26.76,81.93,0.0,Sylhet
2009-10-15,26.63,84.64,0.84,Sylhet
2009-10-16,26.96,85.88,2.19,Sylhet
2009-10-17,26.6,88.95,8.79,Sylhet
2009-10-18,26.58,83.86,3.55,Sylhet
2009-10-19,25.84,84.43,0.85,Sylhet
2009-10-20,24.19,76.73,0.0,Sylhet
2009-10-21,23.61,79.14,0.0,Sylhet
2009-10-22,24.24,81.64,0.0,Sylhet
2009-10-23,24.09,77.52,0.0,Sylhet
2009-10-24,23.76,72.17,0.0,Sylhet
2009-10-25,23.19,79.25,0.0,Sylhet
2009-10-26,23.26,80.88,0.0,Sylhet
2009-10-27,23.28,81.1,0.0,Sylhet
2009-10-28,23.59,80.66,0.0,Sylhet
2009-10-29,23.26,81.36,0.0,Sylhet
2009-10-30,23.96,78.78,0.0,Sylhet
2009-10-31,23.44,77.53,0.0,Sylhet
2009-11-01,23.35,80.84,0.0,Sylhet
2009-11-02,23.18,84.84,0.0,Sylhet
2009-11-03,22.97,85.71,0.0,Sylhet
2009-11-04,22.25,81.05,0.0,Sylhet
2009-11-05,23.87,79.55,0.0,Sylhet
2009-11-06,24.5,78.01,0.0,Sylhet
2009-11-07,24.18,80.28,0.0,Sylhet
2009-11-08,23.41,81.24,0.0,Sylhet
2009-11-09,22.99,75.19,0.0,Sylhet
2009-11-10,22.13,74.38,0.0,Sylhet
2009-11-11,22.12,79.21,0.0,Sylhet
2009-11-12,22.26,79.14,0.0,Sylhet
2009-11-13,22.48,76.69,0.0,Sylhet
2009-11-14,23.17,82.37,0.04,Sylhet
2009-11-15,24.09,88.88,0.24,Sylhet
2009-11-16,24.2,88.92,17.35,Sylhet
2009-11-17,22.83,87.35,4.07,Sylhet
2009-11-18,21.82,86.48,0.31,Sylhet
2009-11-19,22.25,83.55,0.09,Sylhet
2009-11-20,20.72,76.01,0.0,Sylhet
2009-11-21,19.64,78.93,0.0,Sylhet
2009-11-22,19.62,78.86,0.0,Sylhet
2009-11-23,20.18,78.02,0.0,Sylhet
2009-11-24,20.27,76.11,0.0,Sylhet
2009-11-25,20.2,77.45,0.0,Sylhet
2009-11-26,20.34,80.28,0.0,Sylhet
2009-11-27,19.87,81.65,0.0,Sylhet
2009-11-28,19.81,78.86,0.0,Sylhet
2009-11-29,20.27,76.92,0.0,Sylhet
2009-11-30,20.08,80.38,0.0,Sylhet
2009-12-01,20.61,77.66,0.0,Sylhet
2009-12-02,19.91,78.01,0.0,Sylhet
2009-12-03,19.69,78.08,0.0,Sylhet
2009-12-04,19.68,78.82,0.0,Sylhet
2009-12-05,19.73,78.52,0.0,Sylhet
2009-12-06,19.71,76.89,0.0,Sylhet
2009-12-07,19.5,76.45,0.0,Sylhet
2009-12-08,18.29,78.81,0.0,Sylhet
2009-12-09,17.62,77.96,0.0,Sylhet
2009-12-10,17.11,78.92,0.0,Sylhet
2009-12-11,16.65,80.5,0.0,Sylhet
2009-12-12,16.97,80.06,0.0,Sylhet
2009-12-13,18.21,74.83,0.0,Sylhet
2009-12-14,18.84,71.9,0.0,Sylhet
2009-12-15,17.86,81.49,0.0,Sylhet
2009-12-16,19.37,74.74,0.0,Sylhet
2009-12-17,19.41,76.36,0.0,Sylhet
2009-12-18,19.39,77.67,0.0,Sylhet
2009-12-19,19.78,80.59,32.36,Sylhet
2009-12-20,19.06,78.72,1.52,Sylhet
2009-12-21,17.69,76.9,0.0,Sylhet
2009-12-22,17.03,76.33,0.0,Sylhet
2009-12-23,16.62,74.52,0.0,Sylhet
2009-12-24,16.35,73.5,0.0,Sylhet
2009-12-25,15.76,73.53,0.3,Sylhet
2009-12-26,14.97,77.66,0.0,Sylhet
2009-12-27,15.68,75.52,0.0,Sylhet
2009-12-28,16.57,68.27,0.0,Sylhet
2009-12-29,15.44,76.79,0.0,Sylhet
2009-12-30,16.16,75.98,0.0,Sylhet
2009-12-31,15.85,76.99,0.0,Sylhet
2010-01-01,16.04,78.31,0.0,Sylhet
2010-01-02,15.99,75.14,0.0,Sylhet
2010-01-03,16.56,71.72,0.0,Sylhet
2010-01-04,16.5,75.91,0.0,Sylhet
2010-01-05,16.7,73.81,0.0,Sylhet
2010-01-06,16.6,73.65,0.0,Sylhet
2010-01-07,17.21,71.44,0.0,Sylhet
2010-01-08,17.52,68.61,0.0,Sylhet
2010-01-09,17.49,65.78,0.0,Sylhet
2010-01-10,17.23,68.87,0.0,Sylhet
2010-01-11,16.15,73.52,0.0,Sylhet
2010-01-12,15.25,76.46,0.0,Sylhet
2010-01-13,15.88,72.81,0.0,Sylhet
2010-01-14,17.24,67.97,0.0,Sylhet
2010-01-15,17.88,70.18,0.0,Sylhet
2010-01-16,17.33,73.58,0.0,Sylhet
2010-01-17,18.7,68.92,0.0,Sylhet
2010-01-18,18.43,69.09,0.0,Sylhet
2010-01-19,18.51,68.94,0.03,Sylhet
2010-01-20,18.27,69.0,0.0,Sylhet
2010-01-21,17.65,71.03,0.0,Sylhet
2010-01-22,18.09,68.23,0.0,Sylhet
2010-01-23,18.56,62.24,0.0,Sylhet
2010-01-24,17.99,64.35,0.0,Sylhet
2010-01-25,18.64,58.32,0.0,Sylhet
2010-01-26,18.76,56.61,0.26,Sylhet
2010-01-27,17.98,62.34,0.0,Sylhet
2010-01-28,17.57,62.47,0.0,Sylhet
2010-01-29,17.61,59.15,0.0,Sylhet
2010-01-30,17.81,58.48,0.0,Sylhet
2010-01-31,17.5,61.29,0.0,Sylhet
2010-02-01,17.39,58.25,0.0,Sylhet
2010-02-02,17.36,58.39,0.0,Sylhet
2010-02-03,17.79,53.51,0.0,Sylhet
2010-02-04,16.96,55.18,0.0,Sylhet
2010-02-05,17.35,49.91,0.0,Sylhet
2010-02-06,16.76,51.14,0.0,Sylhet
2010-02-07,17.31,59.13,0.0,Sylhet
2010-02-08,19.0,54.43,0.0,Sylhet
2010-02-09,18.96,59.31,0.0,Sylhet
2010-02-10,20.67,59.08,0.0,Sylhet
2010-02-11,21.41,61.32,0.0,Sylhet
2010-02-12,20.79,54.85,0.0,Sylhet
2010-02-13,20.89,50.23,0.0,Sylhet
2010-02-14,22.06,57.65,0.0,Sylhet
2010-02-15,22.5,51.79,0.0,Sylhet
2010-02-16,21.46,54.61,0.0,Sylhet
2010-02-17,23.02,60.64,0.02,Sylhet
2010-02-18,22.26,58.44,0.0,Sylhet
2010-02-19,21.05,38.53,0.0,Sylhet
2010-02-20,20.25,41.18,0.0,Sylhet
2010-02-21,20.1,46.16,0.0,Sylhet
2010-02-22,20.56,56.09,0.0,Sylhet
2010-02-23,21.92,55.2,0.0,Sylhet
2010-02-24,23.25,50.23,0.04,Sylhet
2010-02-25,22.72,68.03,4.58,Sylhet
2010-02-26,23.85,59.7,0.0,Sylhet
2010-02-27,22.52,52.2,0.0,Sylhet
2010-02-28,22.93,53.56,0.0,Sylhet
2010-03-01,24.53,53.88,0.0,Sylhet
2010-03-02,24.54,55.47,0.01,Sylhet
2010-03-03,25.1,58.96,0.0,Sylhet
2010-03-04,25.76,57.25,0.0,Sylhet
2010-03-05,26.93,62.64,0.12,Sylhet
2010-03-06,27.1,65.53,0.21,Sylhet
2010-03-07,26.67,59.58,0.05,Sylhet
2010-03-08,26.14,54.34,0.07,Sylhet
2010-03-09,26.32,36.76,0.0,Sylhet
2010-03-10,25.3,33.88,0.0,Sylhet
2010-03-11,24.2,37.71,0.0,Sylhet
2010-03-12,25.36,33.27,0.0,Sylhet
2010-03-13,25.16,32.15,0.0,Sylhet
2010-03-14,26.67,29.34,0.0,Sylhet
2010-03-15,25.43,52.19,11.91,Sylhet
2010-03-16,25.72,48.07,0.0,Sylhet
2010-03-17,26.82,45.96,0.0,Sylhet
2010-03-18,27.79,43.14,0.0,Sylhet
2010-03-19,28.26,41.15,0.0,Sylhet
2010-03-20,28.43,39.29,0.0,Sylhet
2010-03-21,28.63,37.5,0.0,Sylhet
2010-03-22,28.59,45.76,0.0,Sylhet
2010-03-23,28.88,60.2,0.5,Sylhet
2010-03-24,28.79,63.9,2.5,Sylhet
2010-03-25,29.38,60.0,0.0,Sylhet
2010-03-26,29.25,57.52,0.02,Sylhet
2010-03-27,28.85,62.43,1.14,Sylhet
2010-03-28,28.28,67.8,6.14,Sylhet
2010-03-29,27.52,76.21,29.57,Sylhet
2010-03-30,27.61,74.94,19.66,Sylhet
2010-03-31,27.62,79.27,37.75,Sylhet
2010-04-01,29.21,71.29,11.43,Sylhet
2010-04-02,28.74,71.55,5.51,Sylhet
2010-04-03,28.52,74.4,10.86,Sylhet
2010-04-04,28.97,70.42,1.27,Sylhet
2010-04-05,29.39,68.5,3.01,Sylhet
2010-04-06,29.51,64.49,2.9,Sylhet
2010-04-07,29.43,63.77,2.71,Sylhet
2010-04-08,29.02,53.02,0.0,Sylhet
2010-04-09,29.37,56.92,0.0,Sylhet
2010-04-10,30.03,65.35,3.22,Sylhet
2010-04-11,29.62,70.59,10.88,Sylhet
2010-04-12,29.85,67.26,0.37,Sylhet
2010-04-13,28.82,72.8,6.09,Sylhet
2010-04-14,28.35,77.55,8.29,Sylhet
2010-04-15,28.23,74.5,5.02,Sylhet
2010-04-16,29.32,65.2,0.06,Sylhet
2010-04-17,27.63,77.18,60.05,Sylhet
2010-04-18,25.89,87.31,32.03,Sylhet
2010-04-19,27.83,80.56,18.29,Sylhet
2010-04-20,28.95,78.61,15.06,Sylhet
2010-04-21,29.18,79.95,14.25,Sylhet
2010-04-22,28.92,79.3,10.83,Sylhet
2010-04-23,28.73,77.78,7.39,Sylhet
2010-04-24,28.27,78.4,16.05,Sylhet
2010-04-25,27.6,82.82,27.97,Sylhet
2010-04-26,27.11,86.41,29.68,Sylhet
2010-04-27,25.27,81.64,4.52,Sylhet
2010-04-28,26.37,76.23,7.78,Sylhet
2010-04-29,26.39,86.62,24.18,Sylhet
2010-04-30,26.34,86.21,15.42,Sylhet
2010-05-01,27.14,82.31,4.81,Sylhet
2010-05-02,27.64,84.45,21.06,Sylhet
2010-05-03,26.53,88.24,8.9,Sylhet
2010-05-04,26.82,84.55,0.05,Sylhet
2010-05-05,27.29,83.27,5.08,Sylhet
2010-05-06,26.89,84.84,13.76,Sylhet
2010-05-07,27.43,81.54,13.16,Sylhet
2010-05-08,27.08,84.33,1.73,Sylhet
2010-05-09,28.46,82.54,8.98,Sylhet
2010-05-10,29.02,85.01,21.08,Sylhet
2010-05-11,28.96,83.02,8.89,Sylhet
2010-05-12,28.44,85.51,12.89,Sylhet
2010-05-13,28.5,87.23,16.79,Sylhet
2010-05-14,28.2,86.93,19.51,Sylhet
2010-05-15,28.24,84.82,4.39,Sylhet
2010-05-16,28.87,82.28,2.8,Sylhet
2010-05-17,29.11,82.05,7.53,Sylhet
2010-05-18,28.92,80.05,23.24,Sylhet
2010-05-19,29.05,83.02,27.98,Sylhet
2010-05-20,27.56,91.92,104.6,Sylhet
2010-05-21,26.69,92.29,32.01,Sylhet
2010-05-22,27.14,88.64,6.29,Sylhet
2010-05-23,27.26,87.3,2.21,Sylhet
2010-05-24,26.07,89.9,7.08,Sylhet
2010-05-25,28.12,81.68,31.15,Sylhet
2010-05-26,27.78,90.51,44.47,Sylhet
2010-05-27,28.02,87.24,4.47,Sylhet
2010-05-28,26.43,91.44,45.8,Sylhet
2010-05-29,27.26,85.72,9.49,Sylhet
2010-05-30,27.59,89.44,11.51,Sylhet
2010-05-31,27.54,91.31,16.4,Sylhet
2010-06-01,28.04,89.0,38.52,Sylhet
2010-06-02,28.62,90.08,29.34,Sylhet
2010-06-03,28.03,90.08,55.49,Sylhet
2010-06-04,27.62,90.42,43.29,Sylhet
2010-06-05,26.66,89.56,26.62,Sylhet
2010-06-06,27.3,91.32,13.75,Sylhet
2010-06-07,28.21,91.67,14.34,Sylhet
2010-06-08,28.87,85.69,14.37,Sylhet
2010-06-09,28.36,88.19,11.81,Sylhet
2010-06-10,28.25,88.9,9.85,Sylhet
2010-06-11,28.67,85.99,13.44,Sylhet
2010-06-12,27.69,90.75,22.03,Sylhet
2010-06-13,27.2,90.61,28.93,Sylhet
2010-06-14,27.15,91.54,4.68,Sylhet
2010-06-15,27.87,91.49,22.3,Sylhet
2010-06-16,28.36,86.85,20.67,Sylhet
2010-06-17,28.88,85.95,16.94,Sylhet
2010-06-18,28.3,87.01,11.06,Sylhet
2010-06-19,28.54,86.77,7.67,Sylhet
2010-06-20,28.34,89.72,10.12,Sylhet
2010-06-21,28.66,88.03,4.17,Sylhet
2010-06-22,29.19,86.55,10.15,Sylhet
2010-06-23,28.43,89.86,1.23,Sylhet
2010-06-24,29.44,81.71,1.06,Sylhet
2010-06-25,28.67,87.52,8.1,Sylhet
2010-06-26,28.03,89.41,23.88,Sylhet
2010-06-27,28.37,90.09,30.72,Sylhet
2010-06-28,27.66,91.36,32.51,Sylhet
2010-06-29,28.42,93.28,73.37,Sylhet
2010-06-30,28.92,88.68,13.58,Sylhet
2010-07-01,27.9,87.18,6.89,Sylhet
2010-07-02,28.09,85.65,6.56,Sylhet
2010-07-03,29.24,84.01,11.31,Sylhet
2010-07-04,28.88,84.23,9.17,Sylhet
2010-07-05,27.77,90.66,6.35,Sylhet
2010-07-06,28.15,88.07,3.75,Sylhet
2010-07-07,28.16,89.41,11.77,Sylhet
2010-07-08,27.88,88.83,5.35,Sylhet
2010-07-09,28.48,88.77,4.33,Sylhet
2010-07-10,28.81,87.84,2.89,Sylhet
2010-07-11,28.8,90.12,5.91,Sylhet
2010-07-12,27.98,91.31,3.57,Sylhet
2010-07-13,28.75,85.23,8.38,Sylhet
2010-07-14,28.95,86.82,2.16,Sylhet
2010-07-15,29.01,85.88,5.94,Sylhet
2010-07-16,28.7,86.09,0.82,Sylhet
2010-07-17,29.09,87.67,4.64,Sylhet
2010-07-18,29.19,84.28,5.37,Sylhet
2010-07-19,27.88,92.07,30.01,Sylhet
2010-07-20,27.9,90.17,5.73,Sylhet
2010-07-21,28.6,88.7,16.52,Sylhet
2010-07-22,28.64,88.06,6.56,Sylhet
2010-07-23,28.79,89.67,6.34,Sylhet
2010-07-24,30.15,81.31,2.13,Sylhet
2010-07-25,29.24,86.14,4.02,Sylhet
2010-07-26,28.87,84.59,16.65,Sylhet
2010-07-27,29.34,84.09,16.47,Sylhet
2010-07-28,29.43,85.53,12.57,Sylhet
2010-07-29,27.5,90.77,31.22,Sylhet
2010-07-30,27.5,90.68,21.12,Sylhet
2010-07-31,27.84,87.18,19.94,Sylhet
2010-08-01,27.76,89.97,10.63,Sylhet
